,comm_1
368,1322276006166695937
369,1041384435210493952
370,51470392
371,433442371
372,144801356
373,2960852535
374,1298690680945090567
375,214777467
376,2527595041
377,1295871446548455424
378,197289818
379,45577711
380,1329428006
381,1061427368064098304
382,3153242404
383,1084525988250353664
384,318741250
385,38497430
386,117660336
387,4921521105
388,1183603529010876416
389,146496506
390,61067280
391,1219302815916527618
392,1080403697971220480
393,1354836894744506370
394,192012139
395,1254012035714736128
396,143572950
397,887299824
398,1112450241536712704
399,1167196416
400,139909513
401,2395337552
402,1070345320943509505
403,2278282993
404,1660587536
405,1106332361371856897
406,779340061263425537
407,67334466
408,176149063
409,366713453
410,140380097
411,752955541
412,145802621
413,187994187
414,263865213
415,826963761982500865
416,1329993563271258114
417,187588055
418,4427090195
419,242828181
420,1030266781968023552
421,821885420912906240
422,1333523133521924096
423,801863805751988224
424,332490667
425,2861077990
426,196426071
427,277849392
428,340579354
429,853784739479683073
430,133759006
431,1087554325
432,1293113010941296640
433,195977636
434,740226843589107712
435,1378707362
436,3034783799
437,1149466740562321408
438,193579954
439,172987418
440,1007042097868935168
441,1106600142608699392
442,2662139235
443,754126138272776194
444,1209272155713748995
445,770756809334325248
446,2901547251
447,911180816
448,1247301808030191617
449,1861363302
450,2197073732
451,1243913432056954882
452,146431317
453,1294472329423196167
454,2788493685
455,901617023024865280
456,4860697042
457,179199426
458,190142908
459,987962258
460,57418188
461,1253136349949018113
462,1561381333
463,4376538532
464,984058797927878657
465,3221677125
466,584979429
467,2828134642
468,1299206058200702976
469,1140266505541693440
470,1336474607021338626
471,1327744813
472,826021610
473,1321463936
474,4537884082
475,4043305996
476,1224425991289933825
477,1163194886352461824
478,703752380861571072
479,149324853
480,61843618
481,92991216
482,627076140
483,849643542460997633
484,289483813
485,592467210
486,179686348
487,150655052
488,154087465
489,319594285
490,1206673885187444738
491,778191501964742656
492,202170329
493,68052894
494,846834859138015234
495,909425029858947073
496,1169735640
497,180277849
498,3087313836
499,343039238
500,744560023880237057
501,1246906948047581184
502,3161509474
503,1171782875928322054
504,498315687
505,1241874768569274368
506,1045148905514692608
507,403792711
508,225566265
509,2320976503
510,37758139
511,631867024
512,1446744576
513,148031006
514,1971997680
515,291681176
516,945473203111067648
517,261949620
518,1260622812911460353
519,186593162
520,163717107
521,1703736949
522,271698970
523,1108077372698517505
524,1102022562803011586
525,273139702
526,326376462
527,4459417233
528,1266031488325365770
529,880068853
530,33076490
531,761246731052933121
532,2881252791
533,4493784808
534,177942841
535,913052088116154368
536,1857719958
537,1126110956025712640
538,2992428713
539,70414730
540,1034569116
541,1156416474392797185
542,1134936422534832129
543,1026769555
544,1190413307183869954
545,344323148
546,37450522
547,223468843
548,1254748153
549,910115126832967681
550,1552059115
551,624282243
552,2393220954
553,1233466394970402822
554,1614901866
555,280251825
556,140443172
557,1382141054
558,853339022
559,2289962781
560,13053492
561,718224297869864963
562,567702930
563,2347704639
564,133399291
565,1185844996064317440
566,1192180940489056257
567,165566523
568,239567844
569,982080997004070912
570,1218687937862426625
571,1160303024855760896
572,278256344
573,1282477385363988482
574,1124355942693445633
575,3397526561
576,1328846974024626181
577,90436767
578,1184689101917839360
579,77051397
580,315545408
581,441360164
582,156500230
583,1377191564
584,229961277
585,251815211
586,1224070848996433920
587,714100867935387648
588,1073411633769267200
589,594825168
590,1251004167944052739
591,321605438
592,1705649064
593,297767050
594,3297264748
595,425042276
596,357742193
597,1081612748
598,151921382
599,704849325512216577
600,208260097
601,3424307381
602,872516218565144580
603,1312170816
604,162463321
605,2946592859
606,938773595106443265
607,2463421321
608,349257670
609,851815196263940098
610,731198960468168704
611,600101471
612,3404943808
613,4860151030
614,770542945
615,372467913
616,4190068455
617,715758838188806144
618,1563975666
619,716826695
620,2416164962
621,381620515
622,173649243
623,2740819583
624,161723690
625,2653120485
626,1226291886517866496
627,2533109552
628,139770179
629,202926669
630,1300531178047442944
631,816189338
632,1172610671965548545
633,142398815
634,89854131
635,909219552944410624
636,172830081
637,932059704775380993
638,145043868
639,937766247592325120
640,17922534
641,817502209
642,2473114260
643,1309609083847221249
644,4862319465
645,1102738130
646,1400169488
647,3419943699
648,185083071
649,571325780
650,2218407281
651,240537876
652,1171405208573923330
653,1483041949
654,485213192
655,3432385150
656,712039945695862790
657,95470983
658,2162459267
659,4197708767
660,2344390955
661,4588868777
662,1217526725585838080
663,329074274
664,291456102
665,1708842553
666,1062720837759815682
667,1873762824
668,542033300
669,1168233803787251714
670,1653907866
671,306472456
672,38738248
673,1077931425276616706
674,3408894718
675,4618715801
676,1136447223628271622
677,987118674485137409
678,213331485
679,2808222049
680,1905762896
681,724595741893746688
682,1326811260
683,161154459
684,4846225031
685,1198249677382127621
686,96786093
687,869343505948303360
688,2473710575
689,40798704
690,2373301724
691,359760859
692,1191540692822249472
693,911380005543956480
694,87462356
695,404777181
696,1029435874726105088
697,185839621
698,1023682879061196810
699,154736589
700,76432986
701,324062901
702,179612088
703,9656262
704,1157422980428980224
705,704489983894233088
706,1113517359866744832
707,145389084
708,133692652
709,1055935625386438657
710,3006504929
711,309343703
712,1077990847
713,4229598682
714,195603073
715,744006076434112512
716,627423611
717,534626234
718,285762620
719,58909740
720,2262950187
721,2281795569
722,208634790
723,4342230335
724,1159064509551644672
725,1223562672
726,1107331799154413574
727,2902457518
728,1292055535529926657
729,919820970852077568
730,2707071458
731,4493878043
732,492226910
733,135371236
734,1344310679277330434
735,3402257224
736,390680620
737,178105343
738,4630503857
739,917503055494512641
740,908452296845139968
741,560106540
742,1228847729146810378
743,1095470201448075265
744,1243228079906045952
745,242006989
746,918118109147484160
747,2683142335
748,2821182201
749,90401187
750,3244341772
751,595570681
752,713028058207358976
753,2964787966
754,208976888
755,156494981
756,1104874060465483779
757,326283637
758,1321576572760064000
759,4297558222
760,187344626
761,187095169
762,1268997737359593474
763,1291399677280231425
764,138517841
765,159620450
766,354085900
767,174897356
768,1023742783079763968
769,3000520089
770,542791126
771,919421268
772,3115332111
773,1179811472110706688
774,188936191
775,4827388379
776,1160893964205088769
777,1313244103128346626
778,1296930730140991488
779,144311959
780,836922686852956161
781,1294765378527166465
782,3610121554
783,2591284562
784,752170446884311040
785,3232388818
786,180282285
787,264784582
788,3293605564
789,15129738
790,1241548604575289344
791,1097711691788414976
792,1060660722764537857
793,150758281
794,2707560671
795,41284894
796,165246439
797,1904296490
798,811435687
799,210093732
800,2985933628
801,40566448
802,1032043587247243265
803,1321996780163260418
804,188589124
805,1114420052
806,721283184017715200
807,133038713
808,1111707685769150468
809,179465002
810,18572763
811,186804694
812,145677457
813,117793564
814,28633244
815,790102489
816,281122467
817,1346469215801286659
818,210152430
819,804013925687771136
820,4617419783
821,190207102
822,1000194467259797504
823,91620302
824,1202600716847779840
825,724118767211569152
826,3045674302
827,1227592589076987904
828,195912813
829,126617861
830,4627777757
831,107442800
832,926586762658447360
833,805303296
834,216689382
835,842581637514846208
836,830236656557031424
837,2365787448
838,201748934
839,145226919
840,802922174
841,2355502147
842,127534251
843,2947608801
844,2351780215
845,1225181107592859649
846,63102522
847,2761647657
848,180887700
849,1277999094
850,794568188
851,187259643
852,491413674
853,879033867335815170
854,179325731
855,1016541606948716545
856,131042590
857,1112538344460877824
858,138922158
859,3435066004
860,2838925913
861,3421061763
862,440967655
863,2786609149
864,2996453567
865,1218297326709723136
866,154965274
867,961362432240254978
868,1075211636
869,1365607806
870,1096381861834772480
871,941837048771735552
872,2159724481
873,873314507296317440
874,15750760
875,602328702
876,1089676435940392960
877,1231673227979694084
878,722477323161890816
879,1245721455956045824
880,41719983
881,144017601
882,442885540
883,1054830382460387328
884,1190279587281997827
885,1128662079320334336
886,4708618055
887,258340055
888,164346419
889,121289133
890,1198964222245441536
891,250390438
892,191186437
893,110325813
894,250245966
895,195510782
896,754092987265712128
897,1186110021114957826
898,1007472864159780864
899,357638275
900,256288163
901,2553393119
902,493721511
903,164303238
904,1049349235131473920
905,1164519145
906,114023496
907,186619530
908,2275474051
909,1491181741
910,41032276
911,2763439256
912,1674586171
913,992181408759144449
914,90966284
915,2468189521
916,922189028060999683
917,1360492032
918,165770151
919,738775161353043970
920,1222591086595579905
921,1267182959762853888
922,851586612140048384
923,198460799
924,96889243
925,1124914481723789312
926,3215810809
927,305029444
928,2813715228
929,53847384
930,2424514164
931,1219426252353916929
932,1346795041558310913
933,148436244
934,361822064
935,106560067
936,852330883
937,4710499403
938,2516290908
939,1081379430407331841
940,186598777
941,985705492067618817
942,2645904638
943,153167189
944,2893571919
945,4627423997
946,1241413268062773249
947,164407049
948,752243893484285952
949,1272223348160901120
950,1113858140968247298
951,475550088
952,3066030407
953,410950278
954,970447021948719104
955,2925215942
956,140921535
957,705010122230259712
958,1424382415
959,207262095
960,415517096
961,146633794
962,76481107
963,2415978607
964,176277507
965,374790858
966,3041200805
967,2324007980
968,1066852177942102018
969,1204810784183914497
970,208789709
971,235551953
972,42097354
973,728468990641639424
974,190067727
975,867968149
976,4749283865
977,42637609
978,1227259336059125760
979,2877817457
980,259279154
981,563969022
982,2871559015
983,1243621077827358722
984,869266786130288640
985,275563863
986,847202461844680705
987,1359247376402292739
988,858063531501072386
989,746321795612090368
990,1265069581107974145
991,1265020901847904258
992,3885926007
993,1310116872554262529
994,1281192313
995,1265287642318606339
996,1237430989896507392
997,1339388228634370049
998,1193522148826140672
999,222269467
1000,825531701568876545
1001,1354268882060587010
1002,146176256
1003,2528484050
1004,1327310331367088129
1005,171953870
1006,143254173
1007,3060249923
1008,711234337442816000
1009,1237446284690276352
1010,1235399517022941185
1011,126760513
1012,1260654133725532160
1013,1115285014000939008
1014,536739699
1015,2732594115
1016,1348390498956959744
1017,1357355785827811329
1018,1184942260036816903
1019,137155433
1020,4698349206
1021,186615490
1022,1074142112931868672
1023,105232424
1024,1064741583910776834
1025,2293080324
1026,2848274933
1027,2801671458
1028,1039540703980859392
1029,416876488
1030,153130919
1031,714896328996884481
1032,187415678
1033,1284552595198152705
1034,1222006718344912896
1035,260995211
1036,2174676724
1037,788660215
1038,2485385343
1039,1215216387322470400
1040,1643451271
1041,1246172518005780480
1042,1209987175011495936
1043,1005120384847568897
1044,1571540016
1045,942188943369490438
1046,2940224644
1047,1344295272
1048,115591150
1049,187534093
1050,492578545
1051,118550156
1052,61325428
1053,1526180274
1054,3642540443
1055,1335320535748784133
1056,1342959146728087553
1057,3312537519
1058,197576678
1059,1001540589530304512
1060,172167065
1061,171164494
1062,562601076
1063,4174334422
1064,57126357
1065,165602631
1066,732717476073639937
1067,187210003
1068,872619346220265475
1069,1388399880
1070,800384310159155200
1071,222441441
1072,1275644219835777033
1073,1024476209642659840
1074,79288988
1075,828150164
1076,350446276
1077,1290477438
1078,434268915
1079,168053519
1080,1239984824468811776
1081,1032929849449635840
1082,205498485
1083,392449722
1084,801087476022575105
1085,148681357
1086,179274820
1087,212810052
1088,2188580918
1089,2831936617
1090,1126575136021389314
1091,238221519
1092,713923104989388800
1093,901581533798170630
1094,256065638
1095,1336487759276507137
1096,889104329747070976
1097,204381417
1098,1115805937678409729
1099,4194406954
1100,1040562716170182656
1101,2809516432
1102,334320139
1103,1611502134
1104,203159416
1105,114888147
1106,1141462061953757189
1107,167573633
1108,1156572124779339776
1109,802663853226074112
1110,1084712089
1111,940594704319700993
1112,227373165
1113,175568773
1114,1310361585597198337
1115,2641217056
1116,1287381079578599425
1117,988599322089590784
1118,244285016
1119,187317943
1120,867901351
1121,394816861
1122,3865745969
1123,921737459393794049
1124,284311261
1125,189269331
1126,191516243
1127,205019468
1128,1210755568031240198
1129,1194299766236237824
1130,560237567
1131,4515126989
1132,174373518
1133,1034508356436877313
1134,1063060047998173187
1135,4433462836
1136,713422914670956544
1137,879472360549736448
1138,187345223
1139,4497194248
1140,1141262652
1141,941119495782961152
1142,1055486029988356096
1143,1038243462506848256
1144,759887521367162880
1145,950957247164755968
1146,1414047918
1147,75578070
1148,2887453037
1149,1260205002
1150,1334662117518151680
1151,1289718527805591552
1152,2753020001
1153,171970268
1154,3194863324
1155,1323661761946525697
1156,208577217
1157,1710560101
1158,19625528
1159,175585313
1160,1057448042159321088
1161,334169694
1162,1237414558865727489
1163,1267838024643198977
1164,1230285464990633989
1165,1214218172594708482
1166,236193489
1167,767845388
1168,944737234309341184
1169,187520787
1170,2752951375
1171,884244797145448448
1172,175666439
1173,1351325143998619655
1174,1141747417844461570
1175,896074050
1176,4727580359
1177,1025477800831213569
1178,329943339
1179,213085218
1180,726389023938371585
1181,1358669929
1182,60812956
1183,4261090151
1184,3017809004
1185,1104415596165451776
1186,16320746
1187,821007001799061505
1188,1337493414200434689
1189,1470901284
1190,701728464597078016
1191,143514842
1192,1728544358
1193,1049008096906043392
1194,1356691148249702409
1195,1165650276000440325
1196,1286088761802096640
1197,146165555
1198,179352196
1199,716762605499588608
1200,2389817672
1201,920025221037527041
1202,1146768235
1203,1363179612
1204,3121939925
1205,4160276589
1206,1140816715930099712
1207,844027202173898752
1208,960175861629636608
1209,1228392644981805058
1210,2367206749
1211,1184821503432548352
1212,4475853089
1213,437923831
1214,4846733463
1215,4258573799
1216,839485135900839937
1217,1180685075505123338
1218,3208681887
1219,1254587900290895872
1220,173185274
1221,168335614
1222,53158294
1223,1979298152
1224,1190318573861904385
1225,953771867273297920
1226,3304322998
1227,2643977749
1228,870845893150474242
1229,2224596615
1230,1097980406123642880
1231,202820682
1232,1127100661
1233,279611416
1234,1281437457112760325
1235,4890818927
1236,840418392
1237,973989516649345024
1238,1323694321984540672
1239,1621346238
1240,573859110
1241,1281439802
1242,131011940
1243,222275297
1244,210951137
1245,839244108040372226
1246,1244107019562483712
1247,1608573751
1248,2317417494
1249,740204964824424448
1250,2228357684
1251,833345897689968643
1252,1220284617279918081
1253,4405043657
1254,147712187
1255,731124589321846784
1256,157812708
1257,1002016201713901569
1258,226561190
1259,205793505
1260,1110648243485065216
1261,1200941821330952193
1262,817483361153384453
1263,611329737
1264,268488742
1265,3082091529
1266,705538482786213888
1267,1219043073260433408
1268,4229821691
1269,158007051
1270,24900554
1271,1348759728743211011
1272,1123748834042052609
1273,740238850900033540
1274,1065454481469566976
1275,1212718019849248768
1276,2434585328
1277,1329467456
1278,1556206579
1279,131144050
1280,763543334
1281,159141935
1282,1955141634
1283,1215220560709455872
1284,1016079524
1285,225723546
1286,1024018149006614530
1287,900937727612395521
1288,4908938639
1289,137002398
1290,178176933
1291,2404888189
1292,1263138737543921666
1293,533228836
1294,1308878591329996800
1295,1002226485632143360
1296,1101503721069051904
1297,1146493560339992577
1298,1311711165861560322
1299,1216648655094063104
1300,1638171056
1301,4078769423
1302,195769785
1303,1101614966
1304,425084557
1305,186584578
1306,748328027654860804
1307,313975851
1308,1330598771948969984
1309,272120543
1310,1141416996
1311,1264586977317392384
1312,225256212
1313,810611806150520836
1314,570003908
1315,2254877250
1316,3294856065
1317,112297632
1318,448339495
1319,1217056119077703680
1320,4333487135
1321,246997901
1322,837463774705614848
1323,967028631158579203
1324,1083825689848135680
1325,337995606
1326,1167554185920950274
1327,2818127456
1328,717027589303484416
1329,1219219926759755777
1330,714547254405832704
1331,1094696116149465088
1332,851431442
1333,417228679
1334,130369104
1335,944901194106982400
1336,233282576
1337,150503387
1338,523721389
1339,4610046136
1340,1296302241771597824
1341,209323005
1342,4819142877
1343,234936389
1344,885810670717079552
1345,1119449043304943616
1346,1354180596436754443
1347,1182807428234203136
1348,222159409
1349,746839283126968320
1350,195846630
1351,1370327316
1352,186811418
1353,824801433379811328
1354,1335362240589991944
1355,1288880218334265345
1356,1178090455927525383
1357,746123742573662210
1358,208667444
1359,1292794243757596674
1360,1103595560764878848
1361,917782406446354435
1362,207229366
1363,1299539942088101888
1364,1348284479920627712
1365,747930224470462465
1366,1149416079892070401
1367,578574284
1368,922168319741919233
1369,54035352
1370,119027391
1371,267910043
1372,1194023484462120960
1373,3331983099
1374,2989815711
1375,4636584016
1376,168682450
1377,921361584
1378,4808224779
1379,2353535449
1380,208671388
1381,1303798985593966592
1382,1155232769766842368
1383,897797321597046785
1384,1075621104448888832
1385,573439937
1386,2861849056
1387,2367389166
1388,1147508751500566529
1389,1183537518525997058
1390,208602041
1391,1283506449809903616
1392,830420891091759105
1393,4115223197
1394,1224518932729663488
1395,1185595466664370176
1396,922545797690019842
1397,745019695074533376
1398,919677972398960645
1399,1152322402182938624
1400,330757260
1401,890672843587014659
1402,830912700557512709
1403,183476628
1404,961266301
1405,3426271569
1406,2991159081
1407,183184266
1408,810053286
1409,136724834
1410,240315342
1411,1339742768
1412,223948294
1413,295885867
1414,1107297680215207936
1415,373143990
1416,1253779036951756800
1417,465098774
1418,93130821
1419,1077774856983363584
1420,1446639564
1421,482540226
1422,161815781
1423,1225224687560675328
1424,976928353033867266
1425,569248206
1426,138030010
1427,1884213451
1428,829699392
1429,1133861566242316288
1430,2474524071
1431,2869489972
1432,1234867681834291201
1433,1183950171949936640
1434,2564318576
1435,18898168
1436,148445742
1437,1327297680
1438,172403652
1439,3919866160
1440,725173422360264704
1441,911036692731236354
1442,3355974554
1443,182113287
1444,1244240479
1445,722390299050422272
1446,1204470723848200192
1447,1068340248097230849
1448,1245165603817742339
1449,3093496389
1450,987445100149116931
1451,2769391799
1452,159565776
1453,1278394532908982273
1454,1438195184
1455,1253762900738654221
1456,194330653
1457,226730707
1458,211647718
1459,172830037
1460,1335973821376028673
1461,2821284635
1462,176967475
1463,2559598251
1464,138387736
1465,1732436408
1466,775125866733068289
1467,197183903
1468,1644341802
1469,1095355291
1470,1134434172
1471,941443124706140160
1472,74771699
1473,127302277
1474,1495929151
1475,1088454358541295617
1476,1024997977943953410
1477,322974571
1478,1184809631710879745
1479,3331386099
1480,204039436
1481,473406064
1482,372207867
1483,1438210056
1484,1140439199923003392
1485,175915129
1486,187755932
1487,63331244
1488,140864718
1489,1368357152
1490,752594113971630080
1491,716800940540575749
1492,943896842
1493,1259851061059346439
1494,1212126546741227520
1495,4700293332
1496,635580461
1497,1405733570
1498,975747110971822080
1499,1160760657295368192
1500,19337830
1501,536840523
1502,1173787483865321472
1503,1012107120295272449
1504,490336219
1505,138888638
1506,746684368756801536
1507,373063362
1508,1343995343009099776
1509,125581292
1510,1194447685220282370
1511,1281785786493534208
1512,185370097
1513,1095845390207848450
1514,324610191
1515,1006282885664526336
1516,4021363749
1517,150443205
1518,1038982110068047872
1519,237832819
1520,1244015640
1521,357630856
1522,614844856
1523,1580696912
1524,1287575446465523713
1525,369020457
1526,986378790443118593
1527,1485208662
1528,1328721848796930049
1529,773127342818463744
1530,611329207
1531,176913902
1532,212404470
1533,1054901136837218305
1534,1482333253
1535,1317943619005878272
1536,110446008
1537,1079918201050484736
1538,1228827138
1539,966381811495505920
1540,1139237404785725440
1541,1250604050166530048
1542,148059348
1543,929574097020956672
1544,2260744951
1545,292492391
1546,367345138
1547,895418731
1548,143277380
1549,54646446
1550,210962297
1551,107424543
1552,327523821
1553,1063276369222737922
1554,157997877
1555,592332417
1556,1921866583
1557,3421276240
1558,171527079
1559,244356927
1560,1499810696
1561,1344394565294432256
1562,792457828032217089
1563,607639673
1564,3045650828
1565,2613803826
1566,161939197
1567,980671335608274944
1568,770398533216309249
1569,2523065834
1570,1732595851
1571,273707123
1572,352665443
1573,10823582
1574,175076240
1575,148984299
1576,2279945105
1577,158741389
1578,910641066797346816
1579,551981377
1580,1007278833580601345
1581,874264198590672896
1582,2462568312
1583,255803834
1584,552466601
1585,737226774
1586,122238229
1587,844014835042058241
1588,1086691769847349250
1589,147824914
1590,162050128
1591,30314503
1592,1211083539153686528
1593,210743246
1594,104570894
1595,278878373
1596,1309905756158910473
1597,199352298
1598,1344081379894693890
1599,1248677266177101826
1600,990780334605242368
1601,1330595036933877762
1602,2935737693
1603,318637575
1604,1407977004
1605,1106759308979695617
1606,147682931
1607,220050502
1608,992317206
1609,2927744313
1610,164871823
1611,222104895
1612,1208847010050314240
1613,1287609831008940033
1614,226675903
1615,1338305927318016001
1616,269011481
1617,109202185
1618,347612256
1619,295287129
1620,200632783
1621,1201632355246596100
1622,1151495602099904513
1623,1797991639
1624,274735155
1625,4158434535
1626,1338794743153745921
1627,64649961
1628,3022568535
1629,51870280
1630,351703660
1631,38060435
1632,219188457
1633,1347182030761684996
1634,4539314903
1635,225285449
1636,626657330
1637,952174717678637056
1638,342771627
1639,542671696
1640,1303817619213082635
1641,11865722
1642,266658698
1643,1905178711
1644,135264221
1645,830273994
1646,3219274413
1647,564969145
1648,1262800034753634304
1649,1243186810395787264
1650,963570445743247361
1651,1031336857643180032
1652,884868303805710336
1653,71009257
1654,188581369
1655,31058772
1656,1285258292982317058
1657,1244603413935112192
1658,927899625423560704
1659,75570831
1660,158040110
1661,1370129485358567429
1662,1151290751344664582
1663,138058517
1664,805181798405775360
1665,1145758453350195207
1666,357135436
1667,332305405
1668,58391027
1669,784202420578619392
1670,1060674530564341760
1671,1317285847948005377
1672,160288728
1673,355771659
1674,888909833424035842
1675,701747465091940352
1676,1020477188162949121
1677,2293043287
1678,138515245
1679,149595417
1680,331615538
1681,1323346685888745472
1682,2531359745
1683,910755871969431552
1684,462243481
1685,838368975511764992
1686,1362470092320215040
1687,206778115
1688,1394966850
1689,1209403852816048130
1690,67827069
1691,1216489546231304195
1692,3350741069
1693,1365848803
1694,4858081437
1695,4239482422
1696,856143439444021248
1697,790259987494866944
1698,1012047325433421824
1699,1297933116129017857
1700,1162047370676318208
1701,1146803611088883712
1702,1165967022804656129
1703,186903853
1704,202134738
1705,4843889267
1706,1189314515130900491
1707,4779052221
1708,730258788
1709,182429158
1710,83592019
1711,965631177012006915
1712,160606788
1713,817749044642639874
1714,1004848037208969216
1715,884802435398676484
1716,29223956
1717,1343746294301548545
1718,2387764495
1719,1284582910910246913
1720,226803756
1721,1046114558832783360
1722,810098280
1723,1135277910053572608
1724,146575351
1725,110468150
1726,2245492210
1727,2610095479
1728,2802688882
1729,1361482571142598658
1730,262127099
1731,1139012005
1732,360900145
1733,180404928
1734,1118249508
1735,887851611359502336
1736,1286950014963548161
1737,1180954118350938117
1738,17105179
1739,1118208300024254469
1740,3074119110
1741,4861550391
1742,4258300600
1743,4830190606
1744,745603835159261184
1745,751533871708200960
1746,2585692510
1747,110817702
1748,74783418
1749,1185842067651682304
